evangelho,diversidade,comprimento_medio,cluster
joao,0.4692144373673036,5.280254777070064,2
joao,0.4876543209876543,5.421810699588478,2
joao,0.4571984435797665,5.2412451361867705,2
joao,0.4495967741935484,5.252016129032258,2
joao,0.43415637860082307,5.3539094650205765,2
joao,0.453027139874739,5.559498956158664,2
joao,0.4148936170212766,5.274468085106383,2
joao,0.442495126705653,5.173489278752436,2
joao,0.5237154150197628,5.3142292490118574,2
joao,0.4475374732334047,5.014989293361884,2
joao,0.4467120181405896,5.369614512471656,2
joao,0.45493562231759654,5.160944206008583,2
joao,0.4568627450980392,5.476470588235294,3
joao,0.47115384615384615,5.4423076923076925,3
joao,0.4556701030927835,5.3278350515463915,2
joao,0.488,5.382,2
joao,0.4749034749034749,5.343629343629344,2
joao,0.46875,5.1953125,2
joao,0.45875251509054327,5.297786720321931,2
joao,0.44621513944223107,5.53386454183267,2
joao,0.47761194029850745,5.368869936034115,2
joao,0.48269581056466304,5.176684881602914,2
joao,0.5284552845528455,5.298780487804878,2
joao,0.45454545454545453,5.261904761904762,2
joao,0.4451901565995526,5.225950782997763,2
joao,0.439622641509434,5.567924528301887,3
joao,0.4715909090909091,5.456439393939394,3
joao,0.46008403361344535,5.340336134453781,2
joao,0.4653846153846154,5.411538461538462,2
joao,0.4574898785425101,5.2105263157894735,2
joao,0.4578544061302682,5.350574712643678,2
joao,0.4854368932038835,5.184466019417476,2
joao,0.43004115226337447,5.251028806584362,2
joao,0.44064386317907445,5.468812877263582,2
joao,0.4359504132231405,5.421487603305785,2
joao,0.4723404255319149,5.404255319148936,2
joao,0.47610294117647056,5.174632352941177,2
joao,0.5060728744939271,5.321862348178137,2
joao,0.46638655462184875,5.069327731092437,2
joao,0.43946188340807174,5.255605381165919,2
joao,0.45393258426966293,5.2,2
joao,0.4637964774951076,5.430528375733855,3
joao,0.457089552238806,5.559701492537314,3
joao,0.492,5.312,2
joao,0.4530612244897959,5.3244897959183675,2
joao,0.4759036144578313,5.357429718875502,2
joao,0.46257197696737046,5.330134357005758,2
joao,0.4701195219123506,5.288844621513944,2
joao,0.4260355029585799,5.071005917159764,2
joao,0.46153846153846156,5.512820512820513,2
joao,0.4376278118609407,5.425357873210634,2
joao,0.4482758620689655,5.420258620689655,2
joao,0.47876447876447875,5.212355212355212,2
joao,0.5272373540856031,5.381322957198444,2
joao,0.48326359832635984,5.194560669456067,2
joao,0.4378947368421053,5.023157894736842,2
joao,0.4420131291028446,5.36761487964989,2
joao,0.47692307692307695,5.305494505494505,2
joao,0.4576271186440678,5.369114877589454,3
joao,0.491362763915547,5.45489443378119,3
joao,0.5021459227467812,5.510729613733906,2
joao,0.46226415094339623,5.683018867924528,2
joao,0.46487603305785125,5.473140495867769,2
joao,0.5059055118110236,5.503937007874016,2
joao,0.48502994011976047,5.530938123752495,2
joao,0.474120082815735,5.569358178053831,2
joao,0.45491803278688525,5.602459016393443,2
joao,0.4185022026431718,5.7312775330396475,2
joao,0.46794871794871795,5.519230769230769,2
joao,0.5038167938931297,5.425572519083969,2
joao,0.5154639175257731,5.422680412371134,2
joao,0.4346846846846847,5.256756756756757,2
joao,0.46973365617433416,5.566585956416465,2
joao,0.5054704595185996,5.562363238512035,2
joao,0.5212981744421906,5.724137931034483,3
joao,0.47591522157996147,5.595375722543353,3
joao,0.4539614561027837,5.39186295503212,2
joao,0.49613899613899615,5.426640926640927,2
joao,0.4697855750487329,5.358674463937622,2
joao,0.47904191616766467,5.241516966067865,2
joao,0.4274028629856851,5.083844580777096,2
joao,0.49798387096774194,5.715725806451613,2
joao,0.41020408163265304,5.479591836734694,2
joao,0.47904191616766467,5.37125748502994,2
joao,0.5047984644913628,5.295585412667946,2
joao,0.49690721649484537,5.187628865979382,2
joao,0.43908045977011495,5.296551724137931,2
joao,0.45785876993166286,5.070615034168565,2
joao,0.4728682170542636,5.5562015503875966,3
joao,0.46808510638297873,5.398452611218569,3
joao,0.5977653631284916,5.4860335195530725,2
lucas,0.5585215605749486,5.739219712525667,0
lucas,0.5728952772073922,5.718685831622176,0
lucas,0.6168421052631579,5.515789473684211,0
lucas,0.577639751552795,5.575569358178054,1
lucas,0.5725971370143149,5.505112474437627,1
lucas,0.5562632696390658,5.467091295116773,1
lucas,0.5584988962472406,5.492273730684326,1
lucas,0.5560253699788583,5.646934460887949,3
lucas,0.5735294117647058,5.415966386554622,3
lucas,0.5717255717255717,5.721413721413722,3
lucas,0.592079207920792,5.52079207920792,3
lucas,0.5920502092050209,5.608786610878661,3
lucas,0.5635245901639344,5.532786885245901,3
lucas,0.5513833992094862,5.341897233201581,3
lucas,0.5381526104417671,5.4397590361445785,3
lucas,0.5705394190871369,5.744813278008299,0
lucas,0.6106382978723405,5.480851063829787,3
lucas,0.5267665952890792,5.642398286937902,3
lucas,0.5614035087719298,5.7631578947368425,3
lucas,0.5914396887159533,5.815175097276264,0
lucas,0.5697211155378487,5.731075697211155,0
lucas,0.6058394160583942,5.638686131386861,0
lucas,0.5652173913043478,5.638339920948616,1
lucas,0.5871743486973948,5.4448897795591185,1
lucas,0.5628865979381443,5.488659793814433,1
lucas,0.5440313111545988,5.583170254403131,3
lucas,0.5821782178217821,5.564356435643564,3
lucas,0.5791583166332666,5.50501002004008,3
lucas,0.5949119373776908,5.526418786692759,3
lucas,0.5674603174603174,5.607142857142857,3
lucas,0.5555555555555556,5.52929292929293,3
lucas,0.5841392649903289,5.328820116054159,3
lucas,0.5194805194805194,5.49165120593692,3
lucas,0.5584158415841585,5.74059405940594,0
lucas,0.6234567901234568,5.532921810699588,3
lucas,0.52734375,5.673828125,3
lucas,0.5876494023904383,5.944223107569721,3
lucas,0.51,5.64,0
lucas,0.5705645161290323,5.725806451612903,0
lucas,0.6128440366972477,5.587155963302752,0
lucas,0.5717171717171717,5.608080808080808,1
lucas,0.5475728155339806,5.50873786407767,1
lucas,0.5688259109311741,5.5,1
lucas,0.5668103448275862,5.484913793103448,1
lucas,0.5509803921568628,5.609803921568627,1
lucas,0.5664621676891616,5.560327198364008,3
lucas,0.5909090909090909,5.402892561983471,3
lucas,0.5863453815261044,5.640562248995984,3
lucas,0.5649606299212598,5.5078740157480315,3
lucas,0.587426326129666,5.6660117878192535,3
lucas,0.5502092050209205,5.472803347280335,3
lucas,0.6268041237113402,5.585567010309278,3
lucas,0.5612648221343873,5.341897233201581,3
lucas,0.5383141762452107,5.530651340996169,3
lucas,0.5717131474103586,5.735059760956175,0
lucas,0.628099173553719,5.5929752066115705,3
lucas,0.5533596837944664,5.559288537549407,3
lucas,0.5696969696969697,5.698989898989899,3
lucas,0.6155378486055777,5.796812749003984,0
lucas,0.5616161616161616,5.757575757575758,0
lucas,0.6383399209486166,5.851778656126482,0
lucas,0.5625,5.457720588235294,0
lucas,0.562624254473161,5.618290258449304,1
lucas,0.5686274509803921,5.447058823529412,1
lucas,0.558695652173913,5.480434782608696,1
lucas,0.556237218813906,5.552147239263804,1
lucas,0.5694164989939637,5.571428571428571,3
lucas,0.5436507936507936,5.4603174603174605,3
lucas,0.6008316008316008,5.546777546777546,3
lucas,0.5756972111553785,5.659362549800797,3
lucas,0.583984375,5.546875,3
lucas,0.5578093306288032,5.50709939148073,3
lucas,0.5744234800838575,5.589098532494759,3
lucas,0.5890688259109311,5.392712550607287,3
lucas,0.5446096654275093,5.366171003717472,3
lucas,0.5649484536082474,5.762886597938144,0
lucas,0.6073500967117988,5.6518375241779495,0
lucas,0.6033755274261603,5.546413502109704,3
lucas,0.5380116959064327,5.631578947368421,3
lucas,0.6064908722109533,5.9452332657200815,3
lucas,0.5098814229249012,5.83794466403162,0
